,logFC,AveExpr,t,P.Value,adj.P.Val,B
EARS2,0.747189352,4.574412981,12.35554452,6.84E-23,1.26E-21,41.18431407
NSF,0.960724446,5.97457285,12.34053771,7.42E-23,1.36E-21,41.03201924
ZNF239,1.431884787,1.65546251,12.33851762,7.50E-23,1.37E-21,41.41502862
MSI2,1.56672443,2.983463046,12.32742956,7.96E-23,1.45E-21,41.24744019
HSPA5,0.982077764,9.571737496,12.32720267,7.97E-23,1.45E-21,41.09288491
TDRKH,1.299373802,4.16943951,12.32312793,8.14E-23,1.48E-21,41.05634432
AVL9,1.276454375,4.083428747,12.30454334,9.00E-23,1.64E-21,40.96817693
C1QTNF6,2.19232569,3.698264252,12.29041277,9.71E-23,1.76E-21,40.94799953
STIP1,0.835962563,7.091405026,12.27712092,1.04E-22,1.88E-21,40.71767339
CILP2,3.839538662,1.260484697,12.27463091,1.06E-22,1.91E-21,41.08534497
HSPE1,1.117550054,5.861295858,12.26006864,1.14E-22,2.05E-21,40.60164369
CENPI,3.101498988,-0.529531977,12.25132024,1.20E-22,2.15E-21,40.89933076
FIGNL1,1.425557474,3.295134922,12.25049868,1.20E-22,2.16E-21,40.79363122
IARS,0.841481505,6.631913382,12.24967196,1.21E-22,2.16E-21,40.55293832
UTP14A,0.849187871,4.332994637,12.2477097,1.22E-22,2.18E-21,40.63166325
TRAF4,1.021192826,5.944885649,12.24192689,1.26E-22,2.25E-21,40.50302457
ILF2,1.09970969,7.304545556,12.23178064,1.33E-22,2.37E-21,40.48315229
KIAA0406,0.741434592,4.817379716,12.23028698,1.34E-22,2.38E-21,40.49113676
ANKRD22,2.744564101,3.203341028,12.22474251,1.38E-22,2.45E-21,40.6687474
KNTC1,1.97091346,3.228857961,12.20760758,1.51E-22,2.68E-21,40.57339676
PTGES,2.551590243,3.709864163,12.20258467,1.56E-22,2.74E-21,40.47552357
SUV39H2,1.304492756,2.60223674,12.20166951,1.56E-22,2.75E-21,40.61941951
STT3A,0.847070416,7.13074902,12.20090113,1.57E-22,2.76E-21,40.31003075
ARHGEF16,1.51092699,4.135915673,12.17411575,1.81E-22,3.18E-21,40.26142274
CABYR,3.502939164,0.514460092,12.17226815,1.83E-22,3.20E-21,40.54002987
STYK1,2.282659093,1.573420328,12.17134483,1.84E-22,3.21E-21,40.52846489
UBE2I,0.608063558,6.332404818,12.1705911,1.85E-22,3.22E-21,40.12064126
PARP1,1.049322244,7.17592803,12.13386198,2.25E-22,3.89E-21,39.9516774
TARS2,1.00772274,4.572058902,12.12872847,2.32E-22,3.99E-21,39.96717537
PKM2,1.029361906,9.997462966,12.12610644,2.35E-22,4.04E-21,40.0318183
RPE,0.873595479,4.865386649,12.12577708,2.35E-22,4.05E-21,39.92602054
BZW2,1.309323631,5.899738669,12.12063266,2.42E-22,4.16E-21,39.85178254
SOX4,1.642779066,6.948837856,12.1176933,2.46E-22,4.22E-21,39.85541684
MTIF2,0.807618534,4.74826137,12.11164688,2.54E-22,4.34E-21,39.8593855
C11orf80,1.184216896,3.410679545,12.09770752,2.74E-22,4.66E-21,39.95785683
DNA2,2.098042295,1.430403909,12.08413966,2.94E-22,5.00E-21,40.06850553
CANT1,1.021838383,6.530165716,12.07848995,3.03E-22,5.14E-21,39.6298261
HM13,0.877856209,7.241526432,12.07609657,3.07E-22,5.20E-21,39.64384224
NUP155,1.373152747,4.405200827,12.07486827,3.09E-22,5.22E-21,39.69513487
SNRPE,1.092118859,4.908318331,12.07179283,3.15E-22,5.29E-21,39.63258568
TFAP2A,3.789723969,1.235739498,12.06987692,3.18E-22,5.34E-21,39.99712934
RPP40,1.669060341,1.621145564,12.05820833,3.39E-22,5.67E-21,39.92387987
POLR2H,0.9755908,4.870822081,12.05715132,3.40E-22,5.70E-21,39.55662108
KDELR3,2.074795916,4.514848576,12.05557795,3.43E-22,5.74E-21,39.57968291
AQP11,1.68938797,-0.550620265,12.04854792,3.57E-22,5.95E-21,39.83051363
TPBG,1.816869503,4.384274831,12.04772683,3.58E-22,5.97E-21,39.55156211
FRMD5,3.669362702,-0.717243904,12.03480284,3.84E-22,6.38E-21,39.74371901
RGS17,3.557458628,-0.910452496,12.03347769,3.87E-22,6.42E-21,39.71803004
PPIF,1.12006379,5.384772803,12.030665,3.93E-22,6.51E-21,39.38334298
DPH2,0.916230349,4.348507816,12.02596033,4.03E-22,6.65E-21,39.43864377
CHPF2,1.071447757,6.248384725,12.00078733,4.61E-22,7.59E-21,39.20614049
KIAA1024,1.811351785,-0.285921614,11.99869843,4.66E-22,7.66E-21,39.58695427
GALNT14,3.554949622,1.869106449,11.99734246,4.70E-22,7.71E-21,39.58708255
E2F3,1.474925422,4.201363273,11.99295894,4.81E-22,7.89E-21,39.27933634
MPZL1,0.736844502,7.31347399,11.99029867,4.88E-22,7.98E-21,39.18526446
ENTPD7,1.288799596,4.041471604,11.9845503,5.03E-22,8.23E-21,39.25589881
RFC4,1.564918554,3.073210376,11.97049162,5.43E-22,8.84E-21,39.32392447
ZNF217,1.128341867,5.813542193,11.96818865,5.50E-22,8.94E-21,39.03295467
RARS,0.735092732,5.716086389,11.94581463,6.20E-22,1.01E-20,38.91471422
CDK1,2.222168557,3.641376133,11.94233718,6.32E-22,1.02E-20,39.08851586
NONO,0.673582329,8.198334303,11.9417374,6.34E-22,1.02E-20,38.96240566
FANCG,1.103332841,3.292421031,11.94085256,6.37E-22,1.03E-20,39.1334268
UCHL5,0.905324215,4.460717473,11.9387597,6.44E-22,1.04E-20,38.95690029
ALG3,1.052867559,5.176414471,11.93719274,6.50E-22,1.05E-20,38.89073809
PHF6,0.729051461,4.732467356,11.93532864,6.56E-22,1.05E-20,38.91215851
DCPS,0.649302357,3.91820851,11.93390197,6.61E-22,1.06E-20,39.00140787
E2F2,2.218330964,1.319556088,11.93128439,6.71E-22,1.08E-20,39.25690904
MAGED1,1.00779219,7.610736641,11.92339085,7.00E-22,1.12E-20,38.83778007
IARS2,0.841176225,6.889245425,11.90969827,7.54E-22,1.20E-20,38.73361493
LRRC59,1.007224414,7.359407308,11.89787201,8.03E-22,1.27E-20,38.68953389
COL11A1,6.656547404,1.00788966,11.89720891,8.06E-22,1.28E-20,39.08129932
SORD,1.311631935,4.126223829,11.87681563,9.00E-22,1.42E-20,38.66440313
PAQR4,1.325088626,4.123424446,11.87536985,9.07E-22,1.43E-20,38.65700289
HYOU1,1.163771648,7.577734824,11.87439799,9.12E-22,1.44E-20,38.57246048
FER1L4,3.55317937,0.479980493,11.866505,9.52E-22,1.50E-20,38.9172042
RAG1AP1,1.46541346,5.61580222,11.85841331,9.94E-22,1.56E-20,38.44670875
HTR3A,4.979180688,-1.172126977,11.85820783,9.95E-22,1.56E-20,38.76906502
XPO5,0.993688438,5.327947464,11.85679914,1.00E-21,1.57E-20,38.44963518
STRA6,4.534545714,0.292607406,11.84871345,1.05E-21,1.64E-20,38.81884582
LSM12,0.745011275,5.447640441,11.82553944,1.19E-21,1.85E-20,38.27571856
OTX1,3.296172987,-0.662855302,11.82515549,1.19E-21,1.85E-20,38.64359046
BPHL,1.206111534,3.777341477,11.81834544,1.23E-21,1.91E-20,38.40078348
PIAS3,0.948610885,5.494762713,11.81546229,1.25E-21,1.94E-20,38.21948296
CBX3,1.040319915,7.110917004,11.79720362,1.38E-21,2.14E-20,38.13640773
MNX1,3.38295086,-1.785151953,11.79692333,1.39E-21,2.14E-20,38.36923463
PALB2,0.857813823,3.607292606,11.79249424,1.42E-21,2.19E-20,38.28775864
DNAJA3,0.662026118,5.481368086,11.79119889,1.43E-21,2.20E-20,38.08918348
FARSB,0.834508015,5.091251086,11.77355896,1.57E-21,2.40E-20,38.0139975
KRT80,2.39690832,4.534210547,11.76252644,1.67E-21,2.54E-20,37.99979521
KDM5B,1.072902008,6.381248153,11.75083973,1.78E-21,2.70E-20,37.86108693
EPT1,1.15170946,5.219956468,11.74677656,1.82E-21,2.76E-20,37.86198246
ADAMTS14,2.605431363,1.054747958,11.73600412,1.92E-21,2.91E-20,38.22122188
GGCT,1.380121556,5.149328983,11.7343263,1.94E-21,2.94E-20,37.79883843
PPIL1,1.089044457,4.737370616,11.73393054,1.95E-21,2.94E-20,37.82644273
LOC84740,5.222794502,2.050787542,11.7285837,2.00E-21,3.02E-20,38.13719419
C1orf135,2.121737213,0.062137021,11.72000033,2.10E-21,3.15E-20,38.12864895
PC,1.536098969,4.15411935,11.7197605,2.10E-21,3.15E-20,37.81454753
MMACHC,1.145260633,2.265823517,11.71754831,2.13E-21,3.18E-20,38.06000749
C6orf129,1.396916837,3.113089435,11.71570621,2.15E-21,3.21E-20,37.94947788
CHRNA5,2.696257574,0.474444012,11.71516071,2.15E-21,3.21E-20,38.11244774
MARVELD3,1.210498062,3.210355092,11.70748723,2.25E-21,3.33E-20,37.89105679
DDOST,0.773710127,8.004449537,11.70568667,2.27E-21,3.36E-20,37.68170667
SLC22A18AS,2.889675004,-0.094439046,11.68355952,2.56E-21,3.77E-20,37.92924394
LSR,1.157037027,7.137637107,11.67780918,2.64E-21,3.87E-20,37.49348538
ARHGAP11A,1.948693052,3.021471875,11.67224957,2.72E-21,3.98E-20,37.72871271
FUT8,1.350430415,5.062547671,11.67218368,2.72E-21,3.98E-20,37.46893643
FAM98A,0.707275842,5.21076849,11.65126926,3.04E-21,4.44E-20,37.34712881
FANCD2,1.53697471,2.81063089,11.65024712,3.06E-21,4.47E-20,37.63866313
DUS4L,1.046898069,2.530221215,11.6369751,3.29E-21,4.78E-20,37.60081886
RHBDL1,2.51642371,-0.03906923,11.62648187,3.48E-21,5.05E-20,37.62859378
PODXL2,2.699379973,3.694556281,11.61552161,3.69E-21,5.35E-20,37.32099451
MPP6,1.72750016,1.455574525,11.61453484,3.71E-21,5.37E-20,37.56057492
GMNN,1.269426654,3.406821462,11.60168583,3.98E-21,5.74E-20,37.29152097
TMEM48,1.196680624,3.570781024,11.59746544,4.07E-21,5.85E-20,37.24305736
GREM1,4.844630378,2.918253283,11.59738143,4.07E-21,5.85E-20,37.34015651
LMNB1,1.825616112,4.495399876,11.59468406,4.13E-21,5.93E-20,37.09845669
ZBTB41,0.875279959,4.999070397,11.59365702,4.16E-21,5.95E-20,37.04928747
THBS2,3.098948993,6.050415112,11.58589545,4.33E-21,6.19E-20,36.96805917
RAC3,1.889585669,2.270437521,11.57869976,4.51E-21,6.43E-20,37.31452585
RAB19,1.751514172,-0.817422956,11.57865289,4.51E-21,6.43E-20,37.32975211
XYLB,1.620375751,1.2696896,11.57009721,4.72E-21,6.73E-20,37.32957161
HS6ST2,3.44741749,3.054496872,11.56852573,4.76E-21,6.78E-20,37.1658947
ZC3HAV1L,1.518701187,0.643699506,11.56613955,4.82E-21,6.86E-20,37.31950214
AK3L1,2.858627132,1.866334871,11.5635596,4.89E-21,6.95E-20,37.26589628
CA9,5.938395025,-0.27486519,11.56201217,4.93E-21,7.00E-20,37.27637208
FAM173B,0.871449825,3.385500215,11.55578189,5.10E-21,7.24E-20,37.04750992
PMM2,0.995057946,5.359273783,11.55494096,5.12E-21,7.26E-20,36.81934425
RCCD1,1.016719444,2.75064823,11.54452389,5.42E-21,7.66E-20,37.0777509
GARS,1.044152626,6.516983477,11.54365772,5.45E-21,7.69E-20,36.74578949
WDHD1,1.720737136,2.726479406,11.54046258,5.54E-21,7.82E-20,37.05894098
PRPF19,0.652053159,6.520078062,11.53865106,5.60E-21,7.88E-20,36.71882713
RUNX2,1.698358079,3.344851231,11.53029181,5.85E-21,8.24E-20,36.91646292
COCH,3.385378668,0.987032437,11.51198686,6.46E-21,9.06E-20,37.02645669
CGREF1,3.466375384,0.039574545,11.50322038,6.78E-21,9.48E-20,36.9764026
DBF4,1.40228385,2.991646946,11.50238786,6.81E-21,9.51E-20,36.81872342
PRR19,1.830368505,-0.184966088,11.5003653,6.88E-21,9.60E-20,36.95331107
P2RY6,2.617029714,2.270237178,11.49668108,7.02E-21,9.78E-20,36.87408442
RPN2,0.701473952,8.495615113,11.49499553,7.09E-21,9.86E-20,36.56683907
BRCC3,0.759862949,4.531450201,11.48721544,7.39E-21,1.03E-19,36.51438418
PDK1,1.575099892,3.983473877,11.48547032,7.46E-21,1.03E-19,36.57514089
TBRG4,1.008947412,5.292572478,11.4821386,7.60E-21,1.05E-19,36.42928868
VPS72,0.910011139,5.433344941,11.47821403,7.76E-21,1.07E-19,36.40143198
CCNE2,2.094645252,1.789891542,11.46356872,8.40E-21,1.16E-19,36.7347391
ZWILCH,1.122421513,3.487238626,11.46123088,8.51E-21,1.17E-19,36.5217802
FKBP11,1.677259243,4.530616364,11.45752729,8.68E-21,1.20E-19,36.35410238
ASNS,1.368314106,4.298111666,11.44737414,9.17E-21,1.26E-19,36.32588528
GPR89A,0.859136545,4.733903835,11.44616287,9.23E-21,1.27E-19,36.27321134
TMEM69,0.802990368,4.292129903,11.44532322,9.27E-21,1.27E-19,36.31555531
MED20,0.758405709,4.281165479,11.44218852,9.43E-21,1.29E-19,36.30000314
CBX8,1.189953911,2.450757405,11.42618346,1.03E-20,1.40E-19,36.47659837
CLDN12,1.144990527,5.667178739,11.39643348,1.21E-20,1.64E-19,35.95082597
CENPK,2.196021565,1.01659241,11.39491434,1.22E-20,1.65E-19,36.3999667
SLC7A5,2.263827786,5.388457695,11.38985932,1.25E-20,1.69E-19,35.92583608
RMI1,0.953397386,3.519914911,11.38104741,1.31E-20,1.77E-19,36.08401096
POLR2D,0.807749446,4.686285841,11.37809327,1.33E-20,1.80E-19,35.90960031
NME4,1.250669949,5.623865638,11.37516944,1.36E-20,1.82E-19,35.83718357
CELSR3,2.759347766,1.789040171,11.35217205,1.54E-20,2.06E-19,36.13719429
EPHB2,2.253755211,3.888417155,11.34967166,1.56E-20,2.08E-19,35.85638322
SRPRB,0.986259517,5.763311314,11.34324041,1.61E-20,2.16E-19,35.6605996
COPB2,0.725513893,7.311935367,11.34314224,1.61E-20,2.16E-19,35.69301298
TACC3,1.541190619,4.59274133,11.31192919,1.91E-20,2.54E-19,35.56088634
TTC39C,1.274896239,4.123557905,11.30429386,1.99E-20,2.64E-19,35.57616242
CKS1B,1.56790963,4.439806248,11.30103483,2.03E-20,2.68E-19,35.51823339
C21orf45,1.143148842,2.926439252,11.29145786,2.13E-20,2.81E-19,35.69153541
NOL10,0.745842048,4.727150999,11.28289853,2.24E-20,2.94E-19,35.39124334
TRIM59,1.548348329,2.739264147,11.27906843,2.28E-20,3.00E-19,35.65017217
BRIX1,1.058449454,4.795796193,11.27546601,2.33E-20,3.06E-19,35.34515219
NME2,1.114353369,7.876519392,11.27303487,2.36E-20,3.10E-19,35.3389291
CHPF,1.248601344,6.697418321,11.27094128,2.38E-20,3.13E-19,35.27713736
TRAIP,1.849079565,0.925812706,11.26142581,2.51E-20,3.29E-19,35.6881899
FAM199X,0.84824353,4.285422976,11.25633361,2.58E-20,3.38E-19,35.29511947
METAP1,0.658495096,5.565609952,11.25566753,2.59E-20,3.39E-19,35.19276801
C10orf2,1.251369175,3.238563915,11.25303968,2.63E-20,3.43E-19,35.43790715
ALDOA,1.154403831,9.800489341,11.25185073,2.64E-20,3.45E-19,35.31206406
BMP8A,2.340674763,2.156966999,11.23936502,2.83E-20,3.68E-19,35.50187278
H1F0,0.937549387,7.619367781,11.23820235,2.85E-20,3.70E-19,35.13901422
BYSL,1.18276346,3.993405029,11.23712043,2.86E-20,3.72E-19,35.2322332
SALL4,2.943459152,-1.125621759,11.2369592,2.87E-20,3.72E-19,35.4991764
DUS1L,0.888733256,5.881450658,11.23391537,2.92E-20,3.77E-19,35.0667847
TSKU,1.610788787,5.257299624,11.23331928,2.92E-20,3.78E-19,35.08567925
R3HDM1,0.902244263,4.550013753,11.2306048,2.97E-20,3.83E-19,35.12547967
HDGF,1.026263902,8.172959016,11.21149334,3.29E-20,4.24E-19,35.01966243
GNL3,1.003756382,5.688784593,11.20064411,3.49E-20,4.48E-19,34.89106908
MTFR1,1.175270565,4.525071917,11.18649169,3.77E-20,4.82E-19,34.88948929
C7orf70,0.88231546,4.28089036,11.18306537,3.84E-20,4.91E-19,34.89953045
SDAD1,0.538709793,5.295567034,11.17559812,4.00E-20,5.10E-19,34.77131904
SNRPA1,0.953017092,4.020443807,11.17536857,4.00E-20,5.10E-19,34.89437009
C12orf48,1.806900452,1.398209237,11.16646649,4.20E-20,5.35E-19,35.16272391
SYT12,4.630157102,0.569715669,11.164433,4.25E-20,5.41E-19,35.17564533
UNC5CL,2.461099131,1.840526934,11.15641165,4.44E-20,5.63E-19,35.08245171
DNAJC10,0.938665047,6.70872154,11.15576499,4.45E-20,5.65E-19,34.65428551
C5orf34,2.042596939,0.223221197,11.14562932,4.70E-20,5.94E-19,35.07550753
PKP3,1.285424871,5.400685267,11.14362544,4.76E-20,6.00E-19,34.59317371
ADAM8,2.114492636,4.824836409,11.1363822,4.95E-20,6.24E-19,34.59032404
DNAJC22,2.997951438,-0.375181472,11.13285986,5.04E-20,6.35E-19,34.99332475
OIP5,2.398208546,-0.01677336,11.13206762,5.06E-20,6.37E-19,34.99981085
PTGFRN,1.377320049,6.035803435,11.12888972,5.15E-20,6.47E-19,34.49663797
SLCO5A1,2.725227401,-0.996097601,11.12800918,5.18E-20,6.49E-19,34.93303677
BCL9,1.303056629,5.046456661,11.12661272,5.22E-20,6.52E-19,34.52098771
PSMD11,0.942890887,5.756959042,11.1195336,5.42E-20,6.76E-19,34.45023351
C1orf163,0.927653385,3.159161905,11.11335352,5.60E-20,6.99E-19,34.69642287
TUBG1,0.988556514,5.041690575,11.09877314,6.07E-20,7.54E-19,34.37063243
TXNDC5,0.972460818,8.339954863,11.09851902,6.07E-20,7.55E-19,34.41625421
PLK4,1.914414633,1.843216638,11.09281771,6.27E-20,7.77E-19,34.74054484
HARBI1,0.736673675,1.742872486,11.07804941,6.79E-20,8.39E-19,34.66839882
SNF8,0.679391891,5.465022946,11.07617673,6.86E-20,8.47E-19,34.22523495
STEAP1,2.777128238,2.901538404,11.06871475,7.14E-20,8.80E-19,34.49397962
FAM86A,0.865704745,3.781416139,11.06869913,7.14E-20,8.80E-19,34.35494985
HPRT1,1.058818031,4.65490391,11.06536024,7.27E-20,8.96E-19,34.22101651
IDH2,1.052162639,6.383868801,11.05396494,7.74E-20,9.51E-19,34.09366967
GPR115,4.037860917,-0.619470564,11.051488,7.84E-20,9.63E-19,34.55026739
CDCA4,1.348850332,3.596317506,11.04589348,8.08E-20,9.92E-19,34.26163751
OLA1,0.970145854,5.835534011,11.04161673,8.27E-20,1.01E-18,34.02667844
MMP1,5.137770004,2.427897867,11.03851501,8.41E-20,1.03E-18,34.39250527
TMTC4,1.060332066,4.165310872,11.03360878,8.64E-20,1.06E-18,34.10668908
COL1A1,3.137930096,9.646236918,11.0327024,8.68E-20,1.06E-18,34.12037432
METTL2A,0.768742635,4.219766514,11.03166074,8.73E-20,1.07E-18,34.08863141
POLR1B,0.717759385,4.66444848,11.0069869,9.98E-20,1.21E-18,33.90417272
GFPT1,1.035936524,7.015756659,11.00274776,1.02E-19,1.24E-18,33.83819337
MFSD2B,1.889348951,0.249404404,11.00134441,1.03E-19,1.25E-18,34.30580295
LCLAT1,0.809191494,4.343762719,10.97773865,1.17E-19,1.41E-18,33.7808298
CDC25A,2.299890176,0.815578355,10.97280875,1.20E-19,1.45E-18,34.14633289
HYLS1,1.157306983,2.033574049,10.97195114,1.21E-19,1.45E-18,34.07490074
UTP6,0.652683873,5.061264095,10.97067651,1.22E-19,1.46E-18,33.67587065
GYG2,2.22832884,2.268993998,10.96758538,1.24E-19,1.48E-18,34.0281567
TRIP13,2.607677082,2.664266287,10.96753933,1.24E-19,1.48E-18,33.98089615
NSUN5,0.923822633,4.59558424,10.965581,1.25E-19,1.50E-18,33.68681406
MYEOV,4.160684137,-0.271236669,10.96352665,1.26E-19,1.51E-18,34.09623819
LAD1,1.790386637,6.055803286,10.95430621,1.33E-19,1.58E-18,33.55122071
NAT9,0.818077211,4.48745259,10.95383669,1.33E-19,1.58E-18,33.63468343
BUB3,0.789026609,6.132407198,10.94110247,1.43E-19,1.69E-18,33.47964108
ITPKA,4.111365022,0.022660801,10.93379529,1.48E-19,1.76E-18,33.94379561
POLG2,0.871424574,1.966540814,10.92684789,1.54E-19,1.82E-18,33.83821808
C1orf106,2.024456032,5.111658169,10.92512931,1.56E-19,1.83E-18,33.42595982
NMU,4.280025478,-1.875558641,10.92358028,1.57E-19,1.85E-18,33.7735406
PDF,1.173022297,2.332233847,10.9214179,1.59E-19,1.87E-18,33.77261763
KDELR2,0.94898103,8.072396118,10.91787732,1.62E-19,1.90E-18,33.42611472
BRI3BP,1.365067987,1.858512806,10.91690773,1.63E-19,1.91E-18,33.79374432
TTYH3,1.581104354,6.561377875,10.91364544,1.66E-19,1.94E-18,33.33837977
FTSJ1,0.751314322,5.07118814,10.91137759,1.68E-19,1.96E-18,33.35413346
MRPL12,1.127498586,5.262258956,10.90221297,1.76E-19,2.06E-18,33.29302152
NUP85,0.774622179,4.843611012,10.89411162,1.84E-19,2.14E-18,33.27737819
CARD14,2.550688827,0.667630193,10.8790706,2.00E-19,2.32E-18,33.64819288
SGOL2,1.44100741,2.546224477,10.868594,2.12E-19,2.45E-18,33.46259383
ORC5L,0.937677618,3.867783716,10.85086275,2.33E-19,2.68E-18,33.16318023
SEC24D,0.979672705,6.226155526,10.84979403,2.34E-19,2.69E-18,32.98560473
TPI1,1.069325605,8.387824552,10.84541473,2.40E-19,2.75E-18,33.04865865
DDX52,0.704058758,4.729151848,10.81873204,2.77E-19,3.16E-18,32.87903693
ACOT11,1.556763492,2.502249226,10.81861528,2.77E-19,3.16E-18,33.19866285
SSR1,0.639869599,7.590822409,10.81211649,2.87E-19,3.27E-18,32.83143084
LIG3,0.850231889,4.507338037,10.80710928,2.95E-19,3.36E-18,32.83824269
ANO7,1.703971206,-0.197048011,10.80142168,3.05E-19,3.46E-18,33.2348711
HDAC1,0.73414062,6.654132418,10.79800681,3.10E-19,3.52E-18,32.7151114
DGCR5,2.971117188,0.26666813,10.7967117,3.13E-19,3.54E-18,33.21318592
AP1S1,1.116617219,5.253098336,10.7870126,3.29E-19,3.73E-18,32.66963159
ISG20L2,0.76788149,4.970532344,10.78637109,3.31E-19,3.74E-18,32.68420828
CLNS1A,0.764577909,5.835978681,10.785423,3.32E-19,3.75E-18,32.63914333
PYCRL,1.225207219,3.794445879,10.78008903,3.42E-19,3.86E-18,32.7921916
PYGO2,0.85517728,5.905609839,10.77602301,3.50E-19,3.94E-18,32.58701299
RABIF,0.703655563,4.108303823,10.75904926,3.83E-19,4.30E-18,32.62928825
BCL2L15,2.985212845,1.717962978,10.7541352,3.94E-19,4.41E-18,32.92939867
DNAJB11,0.861569465,5.897642134,10.74367646,4.17E-19,4.66E-18,32.41192054
COASY,0.673372611,5.952551888,10.73008998,4.49E-19,5.00E-18,32.33758251
EEF1A2,4.911397359,1.289267836,10.72753206,4.55E-19,5.06E-18,32.81291144
MMP13,5.633068815,-0.19328771,10.72318258,4.66E-19,5.18E-18,32.81814076
LPGAT1,1.057067266,6.297103905,10.72143015,4.70E-19,5.22E-18,32.29113919
EGLN3,2.437660793,4.115448612,10.716371,4.83E-19,5.36E-18,32.39729095
CYP27B1,2.310130665,1.252381833,10.7047501,5.15E-19,5.69E-18,32.69253072
CENPH,1.462354091,2.241812495,10.70353053,5.18E-19,5.72E-18,32.60903505
PSMG3,1.244288739,4.37100253,10.69353949,5.47E-19,6.02E-18,32.2392368
ZMYND19,0.796355,3.50855499,10.68142873,5.84E-19,6.41E-18,32.30614072
C8orf30A,1.00658044,4.476429909,10.68079884,5.86E-19,6.43E-18,32.15790263
DNAJC9,0.873591687,4.614585843,10.67885707,5.93E-19,6.49E-18,32.13265535
CCDC86,0.902694998,4.399081801,10.67346542,6.10E-19,6.66E-18,32.12718525
ATAD3A,1.042325159,4.619936438,10.67037012,6.21E-19,6.77E-18,32.08617085
C12orf66,0.883413412,2.284643472,10.66371738,6.43E-19,7.01E-18,32.3898006
TFG,0.751240317,6.54246713,10.65584176,6.72E-19,7.30E-18,31.94143369
B4GALT3,0.954864607,5.596900937,10.65559847,6.72E-19,7.30E-18,31.94242268
MRPL9,0.892662616,5.399938909,10.65054728,6.91E-19,7.49E-18,31.92308399
SYT7,2.509692856,3.728805264,10.64786525,7.01E-19,7.59E-18,32.08784258
FANCF,0.992743908,3.894603326,10.647105,7.04E-19,7.62E-18,32.05667495
ZNF92,0.972613913,3.20764598,10.63316871,7.60E-19,8.20E-18,32.09549693
EIF6,0.843515684,6.796131937,10.62963387,7.74E-19,8.35E-18,31.80844068
INTS7,0.96086568,4.423668497,10.61811729,8.24E-19,8.84E-18,31.82465708
DNAJC12,2.991000427,1.333335735,10.60862333,8.68E-19,9.27E-18,32.17232528
LEPRE1,1.00237775,4.909594859,10.60536264,8.83E-19,9.42E-18,31.70861148
ZC3H8,1.037536368,1.848417322,10.60215177,8.99E-19,9.58E-18,32.101834
DPP3,0.837161933,5.645807114,10.5953386,9.33E-19,9.93E-18,31.6144224
P4HA3,2.516142597,1.15538458,10.58255236,1.00E-18,1.06E-17,32.0417627
DDX56,0.76951256,5.809595011,10.58205792,1.00E-18,1.06E-17,31.53813382
MCTS1,0.675529232,5.166393762,10.58174359,1.00E-18,1.06E-17,31.56295132
CALU,1.175841948,7.735498505,10.57742302,1.03E-18,1.09E-17,31.56721166
TIMM17A,0.851479908,5.501946828,10.57455527,1.04E-18,1.10E-17,31.50706531
SRM,1.015428787,5.4068386,10.57068866,1.07E-18,1.13E-17,31.49025976
LIMK1,1.256413026,6.015714384,10.5500613,1.19E-18,1.25E-17,31.36186366
ESRP1,0.95073705,6.27760581,10.54921956,1.20E-18,1.26E-17,31.35809
SHFM1,0.887675897,5.94687733,10.54838463,1.20E-18,1.26E-17,31.35344745
GCNT3,3.839805034,1.823876328,10.54432659,1.23E-18,1.29E-17,31.79294911
CCDC34,1.472448657,2.81080155,10.5334006,1.31E-18,1.37E-17,31.61865898
