Gene_Symbol	Gene_ID	Median_Tumor	Median_Normal	log2FC	FDR
TSSK1A	ENSG00000231086.1	0.12	0.18	-0.075	3.12E-06
FDPSP7	ENSG00000231087.2	0.14	0.06	0.105	2.12E-10
RP11-354M20.3	ENSG00000231104.8	0.04	0.22	-0.23	9.14E-61
RP5-1071N3.1	ENSG00000231105.1	0.18	0.23	-0.06	2.33E-04
LINC01436	ENSG00000231106.2	2.27	0.79	0.869	6.94E-23
LINC01508	ENSG00000231107.1	0.93	0.33	0.537	4.45E-27
RP3-475N16.1	ENSG00000231113.2	0.58	1.47	-0.645	5.74E-73
RP4-569M23.2	ENSG00000231119.2	0.31	0.46	-0.156	5.72E-02
RP1-34H18.1	ENSG00000231121.3	0.03	0.1	-0.095	2.13E-29
SPATA20P1	ENSG00000231123.1	1.11	0.87	0.174	4.88E-04
HAR1B	ENSG00000231133.6	0.14	0.18	-0.05	7.04E-06
RP11-347J14.7	ENSG00000231140.3	0	0.05	-0.07	1.01E-17
MORF4L2-AS1	ENSG00000231154.1	0.14	0.38	-0.276	6.61E-50
KLF3-AS1	ENSG00000231160.9	0.82	3.45	-1.29	6.32E-81
YBX1P2	ENSG00000231167.3	0.12	0.16	-0.051	7.65E-04
LINC00852	ENSG00000231177.4	0.55	1.52	-0.701	2.76E-111
RP13-15M17.1	ENSG00000231181.1	0.2	0.32	-0.137	4.86E-08
RP11-38L15.3	ENSG00000231187.2	0.45	2.04	-1.068	3.25E-96
FARP1-AS1	ENSG00000231194.1	0.19	0.43	-0.265	5.03E-15
RP11-495P10.8	ENSG00000231196.3	0.07	0	0.098	3.68E-16
KRT8P10	ENSG00000231203.1	0.12	0.05	0.093	4.37E-19
RP11-111F5.3	ENSG00000231212.1	0.14	0.5	-0.396	3.67E-43
TRIM31-AS1	ENSG00000231226.1	0.36	0	0.444	6.37E-59
SKP1P1	ENSG00000231234.2	1.08	1.35	-0.176	2.22E-04
RP5-965F6.2	ENSG00000231246.1	0	0.12	-0.164	3.82E-51
ITPR1-AS1	ENSG00000231249.1	0.21	0.84	-0.605	3.02E-81
RP11-436K8.1	ENSG00000231252.1	0	0.04	-0.057	4.56E-37
SBK3	ENSG00000231274.5	0.21	0.42	-0.231	3.30E-09
IGKV1OR2-108	ENSG00000231292.6	0.24	0	0.31	2.24E-09
LINC00704	ENSG00000231298.6	0.04	0.05	-0.014	2.39E-04
RP11-723O4.2	ENSG00000231305.3	0.24	0.39	-0.165	7.32E-05
RPS3P2	ENSG00000231307.1	0.03	0.1	-0.095	1.87E-26
RPL13AP17	ENSG00000231322.5	0.2	1.73	-1.186	1.04E-43
RP1-225E12.2	ENSG00000231329.7	0.07	0.53	-0.516	3.68E-105
RP3-426I6.2	ENSG00000231344.1	0.14	0.25	-0.133	9.76E-10
LINC01160	ENSG00000231346.5	0.36	1.55	-0.907	2.11E-88
RP11-418J17.1	ENSG00000231365.5	3.83	6.39	-0.614	4.81E-35
RP1-40G4P.1	ENSG00000231369.1	0.12	0.11	0.013	1.27E-03
RNF2P1	ENSG00000231381.2	0.03	0.04	-0.014	2.45E-01
HLA-DPA1	ENSG00000231389.7	359.412	346.16	0.054	1.45E-02
RP11-331F9.3	ENSG00000231393.1	0.07	0.19	-0.153	3.77E-32
WASF5P	ENSG00000231402.1	0.01	0.02	-0.014	3.08E-02
RP11-576I22.2	ENSG00000231407.5	0.24	0.34	-0.112	1.93E-09
RP11-83J16.1	ENSG00000231409.3	0.54	0.29	0.256	1.01E-20
LINC00689	ENSG00000231419.6	0.17	0.23	-0.072	8.49E-04
RP5-899B16.1	ENSG00000231426.5	0.03	0.04	-0.014	1.97E-01
RP11-144L1.8	ENSG00000231434.1	0.02	0	0.029	5.23E-06
RP11-88H9.2	ENSG00000231437.3	0.08	0.43	-0.405	5.03E-69
WASIR2	ENSG00000231439.4	1.05	0.15	0.834	2.07E-73
TIMM8AP1	ENSG00000231445.1	1.06	0.46	0.497	2.88E-21
LINC01305	ENSG00000231453.1	0	0.01	-0.014	6.27E-04
LINC00032	ENSG00000231459.1	0	0.03	-0.043	9.03E-74
IGHV4-31	ENSG00000231475.3	17.19	2.47	2.39	3.71E-53
RP11-336A10.5	ENSG00000231483.1	0.07	0	0.098	6.40E-34
RPS18	ENSG00000231500.6	3838.427	2302.043	0.737	3.63E-55
LINC01353	ENSG00000231507.1	0.29	0.45	-0.169	3.68E-12
RP11-327L3.3	ENSG00000231518.1	0	0.36	-0.444	6.01E-75
RP11-374M1.2	ENSG00000231527.5	0.28	0.41	-0.14	8.35E-05
FAM225A	ENSG00000231528.2	0.71	0.57	0.123	9.81E-10
LINC00278	ENSG00000231535.5	0	0.33	-0.411	1.07E-06
RSL24D1P11	ENSG00000231544.3	0	0.06	-0.084	1.69E-28
PTCHD3P2	ENSG00000231550.1	0.03	0.04	-0.014	2.34E-04
RP11-495P10.1	ENSG00000231551.6	0.15	0.24	-0.109	2.68E-17
RP11-91K9.1	ENSG00000231574.5	0.13	0.06	0.092	1.01E-10
RP11-50E11.2	ENSG00000231588.1	0.19	0.07	0.153	9.52E-14
RP5-943J3.1	ENSG00000231613.1	0.08	0.35	-0.322	1.64E-47
RP11-296O14.2	ENSG00000231615.2	0	0.04	-0.057	5.69E-44
RP11-575L7.4	ENSG00000231616.8	0.06	0.2	-0.179	8.36E-40
RP3-355L5.4	ENSG00000231628.1	0.25	1.27	-0.861	6.12E-126
FSIP2-AS1	ENSG00000231646.5	0.07	0.28	-0.259	4.91E-26
RP5-827C21.4	ENSG00000231663.1	1.05	1.55	-0.315	3.43E-13
OGFOD1P1	ENSG00000231665.1	0.02	0.03	-0.014	4.57E-02
RP1-27K12.2	ENSG00000231683.6	0.03	0	0.043	8.50E-21
RP1-203P18.1	ENSG00000231686.1	0.4	0.52	-0.119	2.78E-03
PABPC1P1	ENSG00000231707.4	0.04	0	0.057	1.28E-03
RP5-857K21.1	ENSG00000231709.1	0.04	0	0.057	5.29E-04
LINC00899	ENSG00000231711.2	1.44	3.54	-0.896	2.91E-72
LINC-PINT	ENSG00000231721.6	5.98	22.13	-1.728	1.73E-125
LL0XNC01-116E7.2	ENSG00000231728.3	0.05	0.09	-0.054	1.37E-09
TSPAN19	ENSG00000231738.10	0.26	0.94	-0.623	1.25E-12
RP11-213G2.5	ENSG00000231741.2	0	0.03	-0.043	8.11E-25
LINC01273	ENSG00000231742.5	1.05	1.09	-0.028	4.92E-01
RP11-227H15.5	ENSG00000231748.1	0.11	0	0.151	1.99E-12
RP11-350J20.5	ENSG00000231760.4	0.35	0.72	-0.349	9.43E-20
RP11-92K2.2	ENSG00000231767.3	1.45	3.01	-0.711	6.74E-25
LINC01354	ENSG00000231768.1	0.05	0.49	-0.505	2.16E-81
TMEM44-AS1	ENSG00000231770.5	3.37	3.3	0.023	3.42E-04
PIK3CD-AS2	ENSG00000231789.2	2.83	0.98	0.952	6.92E-60
RP13-93L13.2	ENSG00000231799.2	0.07	0.06	0.014	1.85E-01
PCAT7	ENSG00000231806.2	0.29	0.11	0.217	1.44E-29
RP4-782L23.1	ENSG00000231816.1	0.42	0.84	-0.374	1.25E-13
LINC01198	ENSG00000231817.7	0	0.09	-0.124	2.15E-13
RP11-216N14.5	ENSG00000231827.3	0	0.01	-0.014	1.95E-10
MTHFD1P1	ENSG00000231831.1	0.07	0.03	0.055	2.53E-26
RP11-206F17.2	ENSG00000231841.1	0.09	0.17	-0.102	2.13E-16
HMGB3P14	ENSG00000231845.3	0	0.13	-0.176	9.05E-35
RP11-327P2.5	ENSG00000231856.2	0.99	1.45	-0.3	4.85E-21
OR5K2	ENSG00000231861.2	0.03	0.27	-0.302	2.44E-31
RP11-229P13.23	ENSG00000231864.2	0.4	0	0.485	1.41E-40
IPO9-AS1	ENSG00000231871.5	0.25	0.44	-0.204	3.18E-21
RP11-346E8.1	ENSG00000231875.1	0	0.19	-0.251	2.36E-88
SNRPFP1	ENSG00000231878.1	0.49	0	0.575	3.08E-28
RP11-76I23.7	ENSG00000231880.2	0.13	0.12	0.013	2.22E-03
PRH1	ENSG00000231887.6	1.28	1.58	-0.178	8.82E-03
TRAF3IP2-AS1	ENSG00000231889.7	2.48	5.77	-0.96	2.70E-117
IDH1-AS1	ENSG00000231908.1	1.39	0.75	0.45	1.20E-33
NEBL-AS1	ENSG00000231920.1	0.63	1.03	-0.317	9.96E-09
TAPBP	ENSG00000231925.11	107.09	93.312	0.197	2.24E-04
RPS7P3	ENSG00000231940.1	0.22	0.28	-0.069	3.11E-05
HNRNPA1P36	ENSG00000231942.3	0.02	0.06	-0.055	1.87E-11
PGM5P4-AS1	ENSG00000231943.7	0.22	1.45	-1.006	1.77E-83
HS1BP3-IT1	ENSG00000231948.2	0.32	0.33	-0.011	2.35E-05
HNRNPA1P9	ENSG00000231956.1	0	0.04	-0.057	1.80E-21
RP11-67C2.2	ENSG00000231964.1	0.29	3.15	-1.686	6.94E-142
RP11-557H15.3	ENSG00000231971.5	0.02	0.04	-0.028	3.46E-04
PPP1R2P3	ENSG00000231989.3	0.08	0	0.111	3.34E-05
RP11-53B5.1	ENSG00000231990.1	0.05	0	0.07	9.50E-24
EP300-AS1	ENSG00000231993.1	0.29	1.15	-0.737	1.51E-70
RP11-111F5.2	ENSG00000231995.2	0.5	0.96	-0.386	1.03E-15
FLJ27354	ENSG00000231999.6	0.8	2.09	-0.78	2.22E-96
LEF1-AS1	ENSG00000232021.6	0.32	0.18	0.162	2.67E-17
FAAHP1	ENSG00000232022.6	0.52	0.94	-0.352	6.79E-11
LSM12P1	ENSG00000232024.2	12.29	5.2	1.1	1.46E-87
RP11-275F13.3	ENSG00000232027.2	0.07	0.14	-0.091	3.95E-27
GS1-115G20.2	ENSG00000232036.2	0	0.02	-0.029	2.89E-13
RP11-26H16.1	ENSG00000232037.3	0.12	0	0.164	3.16E-12
ZBED9	ENSG00000232040.2	0.63	0.32	0.304	1.09E-20
RP4-530I15.9	ENSG00000232043.1	0.1	0.64	-0.576	6.76E-76
LINC01105	ENSG00000232044.6	0.03	0.27	-0.302	2.46E-16
RP11-173A6.2	ENSG00000232059.3	0.23	0.52	-0.305	7.43E-15
SLC4A1APP1	ENSG00000232060.3	0.17	0.14	0.037	7.03E-03
RP11-307E17.8	ENSG00000232063.1	0.18	0.26	-0.095	1.55E-07
LINC01063	ENSG00000232065.1	0.45	0.27	0.191	2.71E-12
TMEM253	ENSG00000232070.8	0.3	0.58	-0.281	1.04E-06
RP1-302D9.3	ENSG00000232073.1	0.34	0.05	0.352	2.79E-23
MRPL35P2	ENSG00000232075.1	0.11	0.3	-0.228	6.65E-28
LINC01031	ENSG00000232077.1	0	0.04	-0.057	1.15E-32
RPS6KA2-IT1	ENSG00000232082.1	0.04	0	0.057	5.40E-02
RP11-307C12.11	ENSG00000232093.1	1.93	0.92	0.61	2.22E-55
RFX3-AS1	ENSG00000232104.3	0.38	0.89	-0.454	4.35E-28
RP11-149I23.3	ENSG00000232110.7	0.09	0.19	-0.127	6.34E-04
LINC00384	ENSG00000232117.1	0	0.01	-0.014	3.06E-25
MCTS1	ENSG00000232119.7	46.221	26.811	0.764	6.78E-99
IMPDH1P10	ENSG00000232133.1	1.28	4.6	-1.296	1.67E-78
RPS15AP12	ENSG00000232134.1	0.97	0.5	0.393	6.09E-26
FERP1	ENSG00000232149.1	0.5	2.14	-1.066	7.14E-88
ST13P4	ENSG00000232150.3	0.39	0.23	0.176	1.07E-12
RAP2C-AS1	ENSG00000232160.6	0.59	0.7	-0.097	3.12E-04
RP11-146N23.1	ENSG00000232176.1	0.24	0.18	0.072	5.70E-11
RP11-311P8.2	ENSG00000232186.1	0.24	1.35	-0.922	1.29E-125
FTH1P7	ENSG00000232187.1	30.02	11.09	1.359	1.02E-69
RP11-312J18.6	ENSG00000232188.1	0	1.05	-1.036	3.30E-110
RP11-62I21.1	ENSG00000232192.1	0.04	0	0.057	2.04E-02
RP1-313L4.3	ENSG00000232194.1	0.09	0	0.124	4.66E-14
MTRNR2L4	ENSG00000232196.3	0.02	0.04	-0.028	7.96E-03
IGHV3-43	ENSG00000232216.1	15.58	1.77	2.581	9.97E-61
LINC00202-1	ENSG00000232224.5	0.23	0.64	-0.415	3.15E-27
LINC00865	ENSG00000232229.5	1.65	1.46	0.107	5.02E-02
RP11-573D15.2	ENSG00000232233.1	0.03	0.04	-0.014	1.32E-01
RP11-4C20.3	ENSG00000232259.1	0.13	0.17	-0.05	2.48E-01
FTH1P1	ENSG00000232273.1	0.09	0.34	-0.298	4.08E-54
RP11-240L7.4	ENSG00000232283.1	0	0.05	-0.07	3.21E-38
GNG12-AS1	ENSG00000232284.7	0.2	0.55	-0.369	1.83E-45
RP11-154D6.1	ENSG00000232295.7	0.13	2.23	-1.515	3.99E-191
FAM215B	ENSG00000232300.1	1.07	1.69	-0.378	3.08E-26
RP11-557H15.4	ENSG00000232310.6	0.46	1.13	-0.545	7.75E-42
RP1-249I4.2	ENSG00000232311.1	0.05	0.16	-0.144	7.23E-15
RP1-124C6.1	ENSG00000232316.1	0	0.12	-0.164	3.88E-10
RPS27AP2	ENSG00000232333.1	0	0.08	-0.111	4.95E-11
RP11-47G11.2	ENSG00000232334.1	0.08	0.22	-0.176	6.05E-23
SC22CB-1E7.1	ENSG00000232346.1	0.9	3.08	-1.103	2.20E-66
RP11-488L18.8	ENSG00000232347.1	0.02	0	0.029	2.50E-01
SEMA3B-AS1	ENSG00000232352.1	0.51	2.35	-1.15	1.83E-78
VIPR1-AS1	ENSG00000232354.7	0.43	10.02	-2.946	4.00E-175
FTLP2	ENSG00000232368.1	0.14	0.15	-0.013	2.65E-01
RP5-882O7.4	ENSG00000232369.1	0.12	0	0.164	2.61E-31
GTF2IP20	ENSG00000232372.1	0.19	0.32	-0.15	6.68E-04
GPR79	ENSG00000232374.5	0	0.06	-0.084	6.10E-31
ZDHHC20P4	ENSG00000232380.1	0.13	0.04	0.12	2.57E-27
RPS3AP25	ENSG00000232385.2	0.05	0	0.07	7.82E-15
RP11-66B24.2	ENSG00000232386.9	0.54	0.23	0.324	1.81E-30
LINC00493	ENSG00000232388.4	76.941	60.791	0.335	5.26E-23
RP11-134K13.2	ENSG00000232389.1	0.03	0	0.043	6.19E-05
RAD17P1	ENSG00000232400.1	0.09	0.14	-0.065	1.95E-03
RP11-234K24.3	ENSG00000232406.6	0.03	0.04	-0.014	2.50E-03
RP1-315G1.3	ENSG00000232412.1	0.49	0.41	0.08	6.57E-04
RPL21P131	ENSG00000232429.3	0.04	0	0.057	9.57E-13
GXYLT1P3	ENSG00000232433.2	0	0.4	-0.485	3.85E-90
RPL18AP7	ENSG00000232439.1	0.11	0.48	-0.415	1.60E-69
RP11-132A1.4	ENSG00000232445.1	1.55	0.34	0.928	1.59E-66
RP4-730K3.3	ENSG00000232450.1	0.74	1.7	-0.634	1.92E-62
RP4-794H19.1	ENSG00000232453.5	0.86	1.03	-0.126	3.34E-02
RP11-5P18.10	ENSG00000232456.1	0.03	0	0.043	6.52E-16
SLC16A6P1	ENSG00000232457.4	0.18	0.32	-0.162	5.63E-10
RP11-313D6.3	ENSG00000232470.1	0.08	0.38	-0.354	1.07E-48
TGFB2-AS1	ENSG00000232480.1	0.06	0	0.084	5.14E-02
RP11-18B3.2	ENSG00000232486.1	0	0.01	-0.014	3.59E-24
SAPCD2P3	ENSG00000232491.1	0.04	0.1	-0.081	6.04E-28
RP11-512F24.1	ENSG00000232499.2	0.34	0.25	0.1	1.38E-08
ST3GAL5-AS1	ENSG00000232504.4	0.36	0.4	-0.042	4.10E-02
RP11-14N7.2	ENSG00000232527.7	7.64	8.08	-0.072	2.55E-01
RP4-673D20.3	ENSG00000232528.3	0.02	0.25	-0.293	3.13E-84
RP11-74C1.4	ENSG00000232536.1	0.09	0	0.124	4.31E-21
KB-318B8.7	ENSG00000232545.1	0.07	0.2	-0.165	5.00E-26
GS1-124K5.12	ENSG00000232559.3	4.6	7.39	-0.583	2.25E-38
RP4-591N18.2	ENSG00000232564.2	0.01	0.04	-0.042	1.90E-14
RPL3P4	ENSG00000232573.1	44.399	40.559	0.127	2.18E-03
KIAA1614-AS1	ENSG00000232586.1	0.4	0.16	0.271	6.00E-24
KANTR	ENSG00000232593.6	0.27	0.58	-0.315	2.88E-32
RP1-161N10.1	ENSG00000232599.1	0	0.18	-0.239	1.39E-10
TONSL-AS1	ENSG00000232600.3	0.31	0.42	-0.116	1.19E-02
LINC01412	ENSG00000232606.1	0	0.25	-0.322	8.59E-38
RP11-1114A5.4	ENSG00000232611.1	0.39	1.23	-0.682	1.06E-81
RP11-439L18.1	ENSG00000232618.1	0	0.09	-0.124	2.01E-21
RP11-175B9.2	ENSG00000232626.3	0.03	0.05	-0.028	9.45E-10
RP11-365O16.3	ENSG00000232628.5	0.27	0.64	-0.369	1.88E-12
HLA-DQB2	ENSG00000232629.8	24.87	11.81	1.014	1.49E-17
PRPS1P2	ENSG00000232630.1	0.8	2.23	-0.844	3.31E-77
RP1-266L20.2	ENSG00000232640.1	0.56	0.36	0.198	3.87E-14
LINC01431	ENSG00000232645.5	0.57	0.67	-0.089	1.52E-01
RP11-367N14.2	ENSG00000232648.3	0.04	0	0.057	1.36E-04
GOLGA8N	ENSG00000232653.8	2.19	9.79	-1.758	3.88E-137
IDI2-AS1	ENSG00000232656.7	0.11	0.43	-0.365	1.37E-36
RP11-126K1.2	ENSG00000232671.5	1.62	0.64	0.676	1.66E-77
LINC00665	ENSG00000232677.6	11.06	4.33	1.178	5.16E-28
RP11-400N13.3	ENSG00000232679.1	0.24	0	0.31	6.49E-39
RP11-388P9.2	ENSG00000232682.2	0.17	0.32	-0.174	6.12E-11
RPL12P9	ENSG00000232687.1	0	0.06	-0.084	2.17E-08
RP3-437C15.1	ENSG00000232702.3	0.11	0.33	-0.261	4.25E-32
NUTM2HP	ENSG00000232706.3	0.02	0.04	-0.028	7.47E-09
MARK2P9	ENSG00000232709.1	0.03	0.04	-0.014	1.06E-04
RP4-669P10.16	ENSG00000232710.1	0.05	0.12	-0.093	4.31E-15
RP11-13J8.1	ENSG00000232719.1	0.03	0.07	-0.055	7.81E-18
U52111.14	ENSG00000232725.1	0.16	0.2	-0.049	2.81E-01
YWHAEP1	ENSG00000232727.2	0.03	0	0.043	3.84E-03
RP11-25G10.2	ENSG00000232739.1	0.03	0.04	-0.014	1.00E-06
RHOQP2	ENSG00000232742.3	0.28	0.12	0.193	8.84E-14
RP5-1185I7.1	ENSG00000232756.1	0.19	0.03	0.208	2.20E-07
ETF1P1	ENSG00000232757.1	0.1	0.05	0.067	2.74E-15
FLJ22447	ENSG00000232774.7	0.41	1.46	-0.803	2.63E-10
GAPDHP74	ENSG00000232780.2	0	0.09	-0.124	7.92E-19
SDCBPP3	ENSG00000232801.1	0	0.05	-0.07	5.49E-17
SLCO4A1-AS1	ENSG00000232803.1	0.3	1.92	-1.167	5.85E-33
RP11-536K7.3	ENSG00000232807.2	1.47	7.49	-1.781	8.63E-172
TNF	ENSG00000232810.3	0.95	1.48	-0.347	4.77E-13
RP11-96K19.2	ENSG00000232811.1	0.43	0.27	0.171	2.82E-28
RPS2P32	ENSG00000232818.2	1.17	0.75	0.31	2.22E-24
PET117	ENSG00000232838.3	12.1	8.7	0.434	1.67E-41
RP5-961K14.1	ENSG00000232842.2	0	0.04	-0.057	5.66E-04
PTGES2-AS1	ENSG00000232850.3	0.11	0.18	-0.088	2.00E-06
RPL34P27	ENSG00000232858.1	0	0.26	-0.333	4.29E-20
LYRM9	ENSG00000232859.9	7.77	11.4	-0.5	3.36E-15
SMG7-AS1	ENSG00000232860.7	0.32	0.33	-0.011	2.53E-01
RP4-665N4.4	ENSG00000232862.5	0.07	0.1	-0.04	3.16E-06
TRBV29-1	ENSG00000232869.2	2.01	1.11	0.512	3.87E-11
SEC1P	ENSG00000232871.8	0.09	0.14	-0.065	1.16E-08
RP11-135A1.2	ENSG00000232874.1	0.07	0.26	-0.236	6.00E-28
PHKA1P1	ENSG00000232882.1	0.68	0.42	0.243	9.23E-21
RPS11P5	ENSG00000232888.4	1.2	1.85	-0.373	1.30E-11
LINC01166	ENSG00000232903.2	0	0.19	-0.251	1.22E-77
RP3-510O8.4	ENSG00000232909.1	0	0.08	-0.111	9.03E-32
RP5-1115A15.1	ENSG00000232912.5	0.06	0.29	-0.283	4.53E-50
LINC00342	ENSG00000232931.5	4.27	11.25	-1.217	5.29E-13
RP11-324O2.3	ENSG00000232934.7	0.72	2.79	-1.14	8.88E-80
RP11-80H5.2	ENSG00000232936.5	0.05	0	0.07	2.08E-27
RP11-98D18.2	ENSG00000232937.1	0.03	0	0.043	1.32E-01
HCG25	ENSG00000232940.5	15.27	20.599	-0.409	1.98E-07
SNHG15	ENSG00000232956.8	33.171	31.321	0.08	2.37E-01
LINC00327	ENSG00000232977.6	0.19	0.35	-0.182	8.22E-05
LINC01219	ENSG00000232987.1	0	0.07	-0.098	5.45E-12
RPL7P14	ENSG00000232994.1	0	0.06	-0.084	1.18E-26
RGS5	ENSG00000232995.7	1.8	1.62	0.096	6.15E-04
RP11-475O6.1	ENSG00000233008.5	0.07	0.03	0.055	2.94E-07
NALCN-AS1	ENSG00000233009.1	0.02	0.1	-0.109	4.90E-25
HDAC1P2	ENSG00000233012.2	0	0.05	-0.07	3.24E-26
FAM157B	ENSG00000233013.8	0.88	2.77	-1.004	2.91E-58
SNHG7	ENSG00000233016.6	25.899	59.412	-1.167	3.18E-52
RP5-908M14.5	ENSG00000233017.2	0.09	0	0.124	2.20E-05
RP11-1212A22.4	ENSG00000233024.7	43.51	152.302	-1.784	1.99E-93
RP11-439A17.9	ENSG00000233029.3	0.07	0.12	-0.066	1.04E-13
RP11-196G18.3	ENSG00000233030.2	0.16	0.13	0.038	8.22E-05
PHGR1	ENSG00000233041.8	0	0.12	-0.164	2.07E-03
ERVH48-1	ENSG00000233056.2	0.08	0.1	-0.026	3.59E-06
LINC00884	ENSG00000233058.1	0.8	0.38	0.383	5.04E-33
TTLL7-IT1	ENSG00000233061.1	0	0.02	-0.029	6.54E-31
ZFY-AS1	ENSG00000233070.1	0	0.14	-0.189	1.76E-03
LINC01271	ENSG00000233077.1	0.31	0.21	0.115	1.26E-07
RP11-440G5.2	ENSG00000233081.1	0.18	0.14	0.05	5.62E-04
RPL23AP25	ENSG00000233084.2	0	0.25	-0.322	3.83E-02
LINC00892	ENSG00000233093.5	0.78	0.93	-0.117	2.82E-03
HOXB-AS3	ENSG00000233101.10	2.84	9.3	-1.423	1.92E-69
RP11-301L8.2	ENSG00000233110.1	0.11	0.33	-0.261	7.74E-31
RAB1C	ENSG00000233111.1	0.08	0.13	-0.065	1.13E-05
FAM90A11P	ENSG00000233115.4	0	0.02	-0.029	1.50E-20
LINC00702	ENSG00000233117.2	0.37	2.88	-1.502	7.80E-159
VN1R20P	ENSG00000233121.1	0.03	0.15	-0.159	2.71E-52
RP4-655J12.4	ENSG00000233154.5	0	0.21	-0.275	7.34E-53
HMGA1P8	ENSG00000233155.1	0.52	0.47	0.048	2.08E-01
RP11-863K10.4	ENSG00000233170.4	0.7	1.11	-0.312	5.08E-11
RP11-88I18.2	ENSG00000233178.7	0.89	1.57	-0.443	5.86E-54
RP11-421L21.3	ENSG00000233184.6	3.79	5.57	-0.456	5.90E-19
GS1-304P7.1	ENSG00000233196.2	0.05	0.11	-0.08	2.16E-12
RNF224	ENSG00000233198.3	0.25	0.56	-0.32	1.65E-17
RP11-67L3.4	ENSG00000233203.6	0.53	0.29	0.246	1.11E-21
LINC00642	ENSG00000233208.5	0	0.04	-0.057	1.50E-30
MROH3P	ENSG00000233217.1	0.02	0	0.029	2.49E-14
LINC00167	ENSG00000233220.3	0.03	0.02	0.014	5.10E-02
HNRNPA1P49	ENSG00000233231.1	0.25	0.84	-0.558	2.57E-80
NPIPB7	ENSG00000233232.6	0.07	0.21	-0.177	8.35E-21
LINC00472	ENSG00000233237.6	0.18	4.25	-2.154	6.45E-249
GS1-257G1.1	ENSG00000233247.3	0.44	0.14	0.337	3.47E-49
RPL21P134	ENSG00000233254.1	0.12	0.18	-0.075	1.03E-01
LINC00264	ENSG00000233261.2	0.02	0.19	-0.222	1.86E-58
HMGB1P31	ENSG00000233266.1	0.38	0.7	-0.301	4.01E-28
SNRPEP4	ENSG00000233270.1	8.02	9.87	-0.269	2.59E-02
RP11-12C17.2	ENSG00000233271.1	0.55	0.18	0.393	3.84E-16
GPX1	ENSG00000233276.3	393.739	365.492	0.107	1.77E-03
FAM90A20P	ENSG00000233295.3	0	0.05	-0.07	3.38E-25
RASA4DP	ENSG00000233297.4	0.46	1.29	-0.649	1.55E-46
TRGV2	ENSG00000233306.2	0.19	0.47	-0.305	9.07E-19
OSTN-AS1	ENSG00000233308.1	0.05	0	0.07	2.82E-09
HMGA1P5	ENSG00000233313.2	0.28	0	0.356	8.51E-18
MIPEPP3	ENSG00000233325.3	0.43	0.59	-0.153	1.60E-05
USP32P2	ENSG00000233327.10	0.64	2.92	-1.257	4.92E-28
PFN1P1	ENSG00000233328.3	0.73	0.52	0.187	2.03E-06
RP1-12G14.7	ENSG00000233330.1	0.81	1.4	-0.407	8.24E-23
RP4-799P18.2	ENSG00000233332.1	0.03	0	0.043	1.78E-26
FAM53B-AS1	ENSG00000233334.3	0	0.05	-0.07	4.61E-27
UBE2FP3	ENSG00000233337.1	0.33	1.07	-0.638	3.77E-71
TLR8-AS1	ENSG00000233338.1	0.04	0.06	-0.027	3.75E-07
RP1-69D17.3	ENSG00000233351.1	0	0.36	-0.444	3.91E-50
LINC00028	ENSG00000233354.1	0	0.11	-0.151	1.29E-38
Z83844.1	ENSG00000233360.4	0.05	0.1	-0.067	2.02E-16
GTF2IP4	ENSG00000233369.7	37.809	34.35	0.135	7.46E-04
MTND4P20	ENSG00000233377.1	0.04	0.06	-0.027	2.69E-03
RPS2P48	ENSG00000233380.1	0.04	0	0.057	6.60E-30
NKAPP1	ENSG00000233382.6	1.24	1.46	-0.135	3.74E-04
RP11-100E13.1	ENSG00000233384.1	0.07	0	0.098	8.97E-19
RP11-458D21.1	ENSG00000233396.7	1.17	0.42	0.612	1.30E-67
RP11-296A18.5	ENSG00000233406.5	0.12	0.13	-0.013	1.74E-03
RP11-104L21.2	ENSG00000233411.1	0.14	0	0.189	4.78E-01
RP5-875O13.1	ENSG00000233421.4	0.59	0.31	0.279	2.34E-15
RP1-212P9.3	ENSG00000233427.1	0.13	0.08	0.065	7.13E-12
HOTAIRM1	ENSG00000233429.9	3.67	25.5	-2.504	5.57E-118
RP11-63N8.3	ENSG00000233431.1	0	0.04	-0.057	7.00E-31
PMS2P9	ENSG00000233448.2	0.12	0	0.164	4.42E-11
STXBP5-AS1	ENSG00000233452.6	0.3	1.05	-0.657	1.82E-98
RP11-295G20.2	ENSG00000233461.5	13.41	5.44	1.162	3.09E-54
ST6GALNAC4P1	ENSG00000233469.1	0.19	0.5	-0.334	1.17E-46
RAD1P2	ENSG00000233473.2	0	0.09	-0.124	2.28E-11
RP1-187B23.1	ENSG00000233478.1	0.03	0.14	-0.146	3.94E-50
TMEM238	ENSG00000233493.3	4.96	3.11	0.536	8.13E-25
ZNF197-AS1	ENSG00000233509.2	0.13	0.09	0.052	8.77E-08
RP11-570P14.1	ENSG00000233514.1	0.49	0.4	0.09	9.32E-04
RP5-1172A22.1	ENSG00000233521.5	0.26	0.12	0.17	5.08E-09
PHBP5	ENSG00000233523.1	0	0.11	-0.151	4.25E-14
ZNF529-AS1	ENSG00000233527.8	2.45	2.9	-0.177	1.38E-01
LINC00460	ENSG00000233532.5	0.82	0.1	0.726	4.51E-45
RP11-547D24.1	ENSG00000233542.1	0.06	0.02	0.055	1.05E-12
